Search Keyword,Cycle,Expected Table,Expected Column,Found,Candidate Rank,Matched Variable,Matched Table,Similarity Score
age at screening (years),2011-2012,nhanes.demo_g,age_in_years_at_screening,True,1,age in years at screening,nhanes.demo_g,0.9867746
age at screening (years),2013-2014,nhanes.demo_h,age_in_years_at_screening,True,1,age in years at screening,nhanes.demo_h,0.9867746
age at screening (years),2015-2016,nhanes.demo_i,age_in_years_at_screening,True,1,age in years at screening,nhanes.demo_i,0.9867746
have little interest in doing things,2011-2012,nhanes.dpq_g,have_little_interest_in_doing_things,True,1,have little interest in doing things,nhanes.dpq_g,1.0
have little interest in doing things,2013-2014,nhanes.dpq_h,have_little_interest_in_doing_things,True,1,have little interest in doing things,nhanes.dpq_h,1.0
have little interest in doing things,2015-2016,nhanes.dpq_i,have_little_interest_in_doing_things,True,1,have little interest in doing things,nhanes.dpq_i,1.0
"feeling down, depressed, or hopeless",2011-2012,nhanes.dpq_g,feeling_down_depressed_or_hopeless,True,1,"feeling down, depressed, or hopeless",nhanes.dpq_g,1.0
"feeling down, depressed, or hopeless",2013-2014,nhanes.dpq_h,feeling_down_depressed_or_hopeless,True,1,"feeling down, depressed, or hopeless",nhanes.dpq_h,1.0
"feeling down, depressed, or hopeless",2015-2016,nhanes.dpq_i,feeling_down_depressed_or_hopeless,True,1,"feeling down, depressed, or hopeless",nhanes.dpq_i,1.0
trouble sleeping or sleeping too much,2011-2012,nhanes.dpq_g,trouble_sleeping_or_sleeping_too_much,True,1,trouble sleeping or sleeping too much,nhanes.dpq_g,1.0
trouble sleeping or sleeping too much,2013-2014,nhanes.dpq_h,trouble_sleeping_or_sleeping_too_much,True,1,trouble sleeping or sleeping too much,nhanes.dpq_h,1.0
trouble sleeping or sleeping too much,2015-2016,nhanes.dpq_i,trouble_sleeping_or_sleeping_too_much,True,1,trouble sleeping or sleeping too much,nhanes.dpq_i,1.0
feeling tired or having little energy,2011-2012,nhanes.dpq_g,feeling_tired_or_having_little_energy,True,1,feeling tired or having little energy,nhanes.dpq_g,1.0
feeling tired or having little energy,2013-2014,nhanes.dpq_h,feeling_tired_or_having_little_energy,True,1,feeling tired or having little energy,nhanes.dpq_h,1.0
feeling tired or having little energy,2015-2016,nhanes.dpq_i,feeling_tired_or_having_little_energy,True,1,feeling tired or having little energy,nhanes.dpq_i,1.0
poor appetite or overeating,2011-2012,nhanes.dpq_g,poor_appetite_or_overeating,True,1,poor appetite or overeating,nhanes.dpq_g,1.0
poor appetite or overeating,2013-2014,nhanes.dpq_h,poor_appetite_or_overeating,True,1,poor appetite or overeating,nhanes.dpq_h,1.0
