Search Keyword,Cycle,Expected Table,Expected Column,Found,Candidate Rank,Matched Variable,Matched Table,Similarity Score
age at screening (years),2011-2012,nhanes.demo_g,age_in_years_at_screening,True,1,age in years at screening,nhanes.demo_g,0.9867746
age at screening (years),2009-2010,nhanes.demo_f,age_in_years_at_screening,True,1,age in years at screening,nhanes.demo_f,0.9867746
age at screening (years),2013-2014,nhanes.demo_h,age_in_years_at_screening,True,1,age in years at screening,nhanes.demo_h,0.9867746
age at screening (years),2015-2016,nhanes.demo_i,age_in_years_at_screening,True,1,age in years at screening,nhanes.demo_i,0.9867746
self-reported diabetes,2011-2012,nhanes.diq_g,doctor_told_you_have_diabetes,True,1,doctor told you have diabetes,nhanes.diq_g,0.7115066
self-reported diabetes,2009-2010,nhanes.diq_f,doctor_told_you_have_diabetes,True,1,doctor told you have diabetes,nhanes.diq_f,0.7115066
self-reported diabetes,2013-2014,nhanes.diq_h,doctor_told_you_have_diabetes,True,1,doctor told you have diabetes,nhanes.diq_h,0.7115066
self-reported diabetes,2015-2016,nhanes.diq_i,doctor_told_you_have_diabetes,True,1,doctor told you have diabetes,nhanes.diq_i,0.7115066
takes diabetic medication,2011-2012,nhanes.diq_g,take_diabetic_pills_to_lower_blood_sugar,True,1,take diabetic pills to lower blood sugar,nhanes.diq_g,0.7340515
takes diabetic medication,2009-2010,nhanes.diq_f,take_diabetic_pills_to_lower_blood_sugar,True,1,take diabetic pills to lower blood sugar,nhanes.diq_f,0.7340515
takes diabetic medication,2013-2014,nhanes.diq_h,take_diabetic_pills_to_lower_blood_sugar,True,1,take diabetic pills to lower blood sugar,nhanes.diq_h,0.7340515
takes diabetic medication,2015-2016,nhanes.diq_i,take_diabetic_pills_to_lower_blood_sugar,True,1,take diabetic pills to lower blood sugar,nhanes.diq_i,0.7340515
takes insulin,2011-2012,nhanes.diq_g,taking_insulin_now,True,1,taking insulin now,nhanes.diq_g,0.82199067
takes insulin,2009-2010,nhanes.diq_f,taking_insulin_now,True,1,taking insulin now,nhanes.diq_f,0.82199067
takes insulin,2013-2014,nhanes.diq_h,taking_insulin_now,True,1,taking insulin now,nhanes.diq_h,0.82199067
takes insulin,2015-2016,nhanes.diq_i,taking_insulin_now,True,1,taking insulin now,nhanes.diq_i,0.8219907
neutrophil counts,2011-2012,nhanes.cbc_g,segmented_neutrophils_num_1000_cell_ul,True,1,segmented neutrophils num (1000 cell/ul),nhanes.cbc_g,0.7169319
neutrophil counts,2009-2010,nhanes.cbc_f,segmented_neutrophils_num_1000_cell_ul,True,1,segmented neutrophils num (1000 cell/ul),nhanes.cbc_f,0.7169319
neutrophil counts,2013-2014,nhanes.cbc_h,segmented_neutrophils_num_1000_cell_ul,True,1,segmented neutrophils num (1000 cell/ul),nhanes.cbc_h,0.71693194
neutrophil counts,2015-2016,nhanes.cbc_i,segmented_neutrophils_num_1000_cell_ul,True,1,segmented neutrophils num (1000 cell/ul),nhanes.cbc_i,0.7169319
lymphocyte counts,2011-2012,nhanes.cbc_g,lymphocyte_number_1000_cells_ul,True,1,lymphocyte number (1000 cells/ul),nhanes.cbc_g,0.7942172
lymphocyte counts,2009-2010,nhanes.cbc_f,lymphocyte_number_1000_cells_ul,True,1,lymphocyte number (1000 cells/ul),nhanes.cbc_f,0.7942172
lymphocyte counts,2013-2014,nhanes.cbc_h,lymphocyte_number_1000_cells_ul,True,1,lymphocyte number (1000 cells/ul),nhanes.cbc_h,0.7942172
lymphocyte counts,2015-2016,nhanes.cbc_i,lymphocyte_number_1000_cells_ul,True,1,lymphocyte number (1000 cells/ul),nhanes.cbc_i,0.7942172
have little interest in doing things,2011-2012,nhanes.dpq_g,have_little_interest_in_doing_things,True,1,have little interest in doing things,nhanes.dpq_g,1.0
